DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,14,"$15,413.00 ","$14,780.00 ","$14,054.57 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,NY - Binghamton,24,"$13,301.04 ","$5,670.00 ","$4,504.83 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,NY - Albany,43,"$22,978.16 ","$7,708.81 ","$7,141.06 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,NY - East Long Island,19,"$9,775.63 ","$11,821.00 ","$10,894.00 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,NY - Manhattan,24,"$11,041.16 ","$9,385.08 ","$8,682.91 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601,NY - Albany,41,"$29,697.56 ","$7,449.95 ","$5,904.75 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,87,"$31,037.85 ","$12,063.45 ","$11,211.28 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NY - East Long Island,20,"$18,003.95 ","$12,312.35 ","$11,809.35 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,15,"$40,488.26 ","$10,496.73 ","$8,857.53 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,NY - East Long Island,16,"$31,663.62 ","$7,986.50 ","$7,127.81 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330044,FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,NY,13503,NY - Elmira,31,"$12,481.48 ","$5,537.09 ","$4,664.74 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,NY - East Long Island,50,"$24,996.40 ","$6,596.10 ","$5,762.90 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,34,"$29,025.67 ","$11,447.58 ","$10,654.17 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330047,ST MARY'S HOSPITAL AT AMSTERDAM,427 GUY PARK AVENUE,AMSTERDAM,NY,12010,NY - Albany,17,"$13,990.82 ","$5,534.00 ","$4,672.11 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,NY - East Long Island,65,"$25,332.95 ","$9,888.95 ","$8,844.87 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,36,"$17,462.55 ","$12,521.33 ","$11,708.22 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208,NY - Albany,41,"$19,551.04 ","$5,441.92 ","$4,412.02 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330058,GENEVA GENERAL HOSPITAL,196 -198 NORTH STREET,GENEVA,NY,14456,NY - Rochester,12,"$10,781.16 ","$5,706.66 ","$5,240.33 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,117,"$38,123.88 ","$12,455.23 ","$11,749.57 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,NY - White Plains,23,"$31,815.47 ","$6,748.00 ","$6,210.78 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NY - Manhattan,12,"$14,969.16 ","$12,044.83 ","$11,271.91 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330067,ST FRANCIS HOSPITAL,241 NORTH ROAD,POUGHKEEPSIE,NY,12601,NY - Albany,11,"$42,177.63 ","$8,180.00 ","$7,699.90 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,NY - Elmira,15,"$13,592.13 ","$5,931.46 ","$5,256.53 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,NY - Albany,18,"$10,583.44 ","$5,885.83 ","$5,140.05 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,123,"$32,269.39 ","$11,575.94 ","$10,683.47 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,NY - Buffalo,11,"$13,126.72 ","$5,531.18 ","$4,610.81 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,NJ - Hackensack,25,"$27,090.00 ","$7,748.16 ","$6,970.92 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,84,"$40,803.08 ","$10,062.08 ","$8,379.35 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,NY - East Long Island,21,"$31,021.76 ","$7,780.71 ","$6,135.47 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330115,ONEIDA HEALTHCARE CENTER,321 GENESEE STREET,ONEIDA,NY,13421,NY - Syracuse,12,"$15,010.08 ","$6,479.91 ","$5,452.91 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,35,"$59,951.11 ","$10,497.08 ","$9,823.14 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,NY - Rochester,20,"$14,500.25 ","$6,340.85 ","$5,666.45 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,43,"$29,663.09 ","$7,166.32 ","$6,151.55 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,NY - Bronx,11,"$23,035.63 ","$14,724.18 ","$14,318.36 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,NY,12771,NJ - Morristown,13,"$31,619.92 ","$7,974.76 ","$6,512.76 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330136,MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,NY,13326,NY - Albany,19,"$12,636.47 ","$9,642.73 ","$7,295.57 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,NY - Syracuse,42,"$15,864.54 ","$6,832.76 ","$5,868.54 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,NY - East Long Island,32,"$41,504.81 ","$7,025.75 ","$6,310.84 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,NY - Albany,41,"$18,057.63 ","$5,940.80 ","$5,049.34 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,NJ - Ridgewood,35,"$41,134.91 ","$7,798.68 ","$6,989.34 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,53,"$22,870.88 ","$9,475.45 ","$8,647.30 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,NY - White Plains,24,"$18,198.66 ","$7,346.37 ","$5,203.66 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330163,EASTERN NIAGARA HOSPITAL,521 EAST AVENUE,LOCKPORT,NY,14094,NY - Buffalo,11,"$11,038.54 ","$7,221.45 ","$4,828.63 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,ROCHESTER,NY,14620,NY - Rochester,19,"$12,158.47 ","$6,555.21 ","$4,679.15 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NY - East Long Island,45,"$30,304.28 ","$8,915.31 ","$7,705.51 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,97,"$36,744.75 ","$11,607.21 ","$10,446.03 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330175,"CORTLAND REGIONAL MEDICAL CENTER, INC",134 HOMER AVENUE,CORTLAND,NY,13045,NY - Syracuse,11,"$11,826.18 ","$6,204.00 ","$5,798.18 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330181,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NY - East Long Island,21,"$29,206.76 ","$7,167.47 ","$6,550.61 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NY - East Long Island,49,"$31,312.46 ","$6,900.40 ","$5,149.24 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,11,"$11,860.81 ","$9,456.27 ","$8,847.54 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,43,"$30,708.44 ","$6,663.79 ","$5,393.65 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,NY - Albany,37,"$10,846.37 ","$5,520.37 ","$4,475.54 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,NY - East Long Island,28,"$23,535.67 ","$11,164.50 ","$9,987.96 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,61,"$37,919.52 ","$12,640.80 ","$11,874.95 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NY - East Long Island,31,"$37,971.16 ","$12,210.41 ","$9,144.06 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,20,"$20,107.95 ","$12,182.55 ","$11,404.55 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,56,"$27,360.55 ","$7,140.33 ","$6,443.03 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NY - Manhattan,32,"$24,644.18 ","$9,835.15 ","$8,868.09 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,NY - Syracuse,27,"$15,216.66 ","$7,389.81 ","$6,670.14 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,10016,NY - Manhattan,12,"$16,571.33 ","$13,833.66 ","$13,367.33 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,NY - White Plains,26,"$21,490.65 ","$8,975.69 ","$8,239.23 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,35,"$36,362.62 ","$10,963.11 ","$8,318.60 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330215,"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,ROME,NY,13440,NY - Syracuse,12,"$15,943.33 ","$5,494.16 ","$4,464.50 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13126,NY - Syracuse,13,"$12,811.30 ","$6,524.15 ","$5,573.69 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,23,"$27,066.60 ","$12,193.43 ","$11,337.69 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRING,NY,12866,NY - Albany,24,"$16,772.37 ","$5,250.75 ","$4,451.58 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330225,LONG BEACH MEDICAL CENTER,455 EAST BAY DRIVE,LONG BEACH,NY,11561,NY - Manhattan,15,"$18,627.33 ","$8,246.73 ","$7,343.26 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330226,UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,14626,NY - Rochester,15,"$12,448.20 ","$6,125.13 ","$5,221.66 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,19,"$23,461.78 ","$12,527.31 ","$11,877.00 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,NY - White Plains,20,"$53,934.40 ","$12,092.65 ","$11,128.30 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,36,"$19,622.25 ","$10,750.72 ","$9,998.72 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330239,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701,PA - Erie,20,"$10,680.00 ","$5,504.70 ","$4,538.65 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,NY - Syracuse,21,"$25,410.09 ","$11,090.95 ","$10,394.76 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,13501,NY - Elmira,25,"$14,720.64 ","$6,163.20 ","$5,445.12 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,VT - Burlington,32,"$20,398.65 ","$8,497.12 ","$7,925.28 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTR,NY,11570,NY - East Long Island,20,"$26,292.90 ","$7,944.00 ","$5,903.25 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,NY - White Plains,13,"$33,651.61 ","$8,465.38 ","$7,793.00 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,NY - White Plains,20,"$19,522.75 ","$7,144.20 ","$6,241.80 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,NY - White Plains,15,"$28,798.20 ","$6,936.33 ","$6,261.40 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330279,MERCY HOSPITAL,565 ABBOTT ROAD,BUFFALO,NY,14220,NY - Buffalo,19,"$11,795.10 ","$5,746.26 ","$4,697.68 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,NY - Rochester,30,"$9,968.96 ","$8,701.86 ","$7,107.76 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,NY - East Long Island,33,"$41,951.39 ","$7,786.75 ","$6,184.93 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,NY - White Plains,32,"$23,819.78 ","$6,762.75 ","$6,095.62 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,48,"$11,801.12 ","$11,966.33 ","$11,443.77 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330307,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,NY - Rochester,11,"$8,555.27 ","$6,003.72 ","$4,570.36 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,21,"$22,106.85 ","$7,759.09 ","$7,275.47 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NY - East Long Island,30,"$34,147.60 ","$7,416.53 ","$6,742.66 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330332,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NY - East Long Island,16,"$20,366.62 ","$6,663.12 ","$5,607.87 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,17,"$19,165.29 ","$13,393.47 ","$12,263.35 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330353,FOREST HILLS HOSPITAL,102 - 01 66TH ROAD,FOREST HILLS,NY,11375,NY - East Long Island,43,"$25,852.18 ","$8,821.30 ","$8,171.34 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330372,FRANKLIN HOSPITAL,900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580,NY - East Long Island,11,"$34,739.00 ","$7,043.72 ","$6,154.90 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330386,CATSKILL REGIONAL MEDICAL CENTER,68 HARRIS BUSHVILLE ROAD,HARRIS,NY,12742,NY - Albany,14,"$16,984.35 ","$8,052.00 ","$5,768.35 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,NY - East Long Island,52,"$33,358.32 ","$11,358.11 ","$10,604.07 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",33-57 HARRISON STREET,JOHNSON CITY,NY,13790,NY - Binghamton,28,"$14,631.82 ","$6,540.85 ","$5,858.14 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,NY - East Long Island,27,"$21,761.77 ","$13,014.29 ","$12,264.37 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,NY - Manhattan,11,"$31,808.90 ","$12,873.90 ","$12,018.09 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,24,"$30,929.91 ","$14,732.50 ","$13,818.08 "
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,NY - East Long Island,29,"$37,046.75 ","$6,522.00 ","$5,744.62 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330004,KINGSTON HOSPITAL,396 BROADWAY,KINGSTON,NY,12401,NY - Albany,18,"$40,553.50 ","$12,460.44 ","$11,457.77 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,NY - Buffalo,19,"$32,063.05 ","$12,999.63 ","$10,793.52 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,NY - Binghamton,12,"$29,591.58 ","$9,656.33 ","$8,621.33 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601,NY - Albany,17,"$55,754.29 ","$11,890.52 ","$10,766.05 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,25,"$32,969.56 ","$19,122.08 ","$17,933.64 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,NY - East Long Island,16,"$52,794.37 ","$13,423.93 ","$11,717.81 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330044,FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,NY,13503,NY - Elmira,19,"$33,413.68 ","$9,508.47 ","$8,560.26 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,NY - East Long Island,18,"$46,191.00 ","$11,322.22 ","$10,262.00 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,NY - East Long Island,11,"$41,847.45 ","$16,685.90 ","$15,662.63 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208,NY - Albany,20,"$34,671.80 ","$9,583.55 ","$7,950.75 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,12,"$79,074.33 ","$21,532.25 ","$18,929.83 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,NY - White Plains,13,"$40,500.23 ","$11,540.00 ","$10,420.30 "
